isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:03 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:07 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | NOTICE: PHP message: RADIUS: Found subscription by ID=12 (username: HS-A0C9CE1A)
isp_crm_php  | NOTICE: PHP message: RADIUS: Activated hotspot subscription ID=12, expires: 2026-02-09 20:39:09
isp_crm_php  | NOTICE: PHP message: RADIUS payment processing failed: Subscription not found for phone: 254718664444
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:09 +0300 "POST /index.php" 200
isp_crm_php  | NOTICE: PHP message: RADIUS: Found subscription by ID=12 (username: HS-A0C9CE1A)
isp_crm_php  | NOTICE: PHP message: RADIUS payment processing failed: Subscription not found for phone: 254718664444
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:09 +0300 "POST /index.php" 200
isp_crm_php  | NOTICE: PHP message: RADIUS: Found subscription by ID=12 (username: HS-A0C9CE1A)
isp_crm_php  | NOTICE: PHP message: RADIUS payment processing failed: Subscription not found for phone: 254718664444
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:09 +0300 "POST /index.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:10 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:13 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:16 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:19 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:23 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:26 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:29 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:32 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:35 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:38 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:42 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:45 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:48 +0300 "GET /api/hotspot-payment-status.php" 200
isp_crm_php  | 172.18.0.9 -  09/Feb/2026:19:39:51 +0300 "GET /api/hotspot-payment-status.php" 200
